1,160,192.00637660899963
1,161,193.66185277602642
1,162,195.31732894290042
1,163,196.97280510975986
1,164,198.62828127683758
1,165,200.28375744373341
1,166,201.93923361048371
1,167,203.59470977759054
1,168,205.25018594449364
1,169,206.90566211143312
1,170,208.56113827842353
1,171,210.21661444541394
1,172,211.87209061254259
1,173,213.527566779322
1,174,215.18304294621055
1,175,216.83851911328827
1,176,218.49399528001675
1,177,220.14947144692712
1,178,221.80494761407033
1,179,223.46042378102436
1,180,225.11589994793474
1,181,226.77137611469959
1,182,228.42685228176276
1,183,230.08232844852034
1,184,231.73780461557624
1,185,233.39328078260303
1,186,235.04875694950613
1,187,236.70423311637285
1,188,238.35970928338509
1,189,240.01518545051374
1,190,241.67066161729315
1,191,243.32613778422535
1,192,244.9816139512667
1,193,246.63709011811886
1,194,248.29256628502924
1,195,249.94804245199055
1,196,251.60351861898823
1,197,253.25899478590588
1,198,254.91447095277988
1,199,255
1,200,255
1,201,255
1,202,255
1,203,255
1,204,255
1,205,255
1,206,255
1,207,255
1,208,255
1,209,255
1,210,255
1,211,255
1,212,255
1,213,255
1,214,255
1,215,255
1,216,255
1,217,255
1,218,255
1,219,255
1,220,255
1,221,255
1,222,255
1,223,255
1,224,255
1,225,255
1,226,255
1,227,255
1,228,255
1,229,255
1,230,255
1,231,255
1,232,255
1,233,255
1,234,255
1,235,255
1,236,255
1,237,255
1,238,255
1,239,255
1,240,255
1,241,255
1,242,255
1,243,255
1,244,255
1,245,255
1,246,255
1,247,255
1,248,255
1,249,255
1,250,255
1,251,255
1,252,255
1,253,255
1,254,255
1,255,255
2,160,190.71396948030167
2,161,192.36944564715384
2,162,194.02492181434798
2,163,195.68039798119287
2,164,197.3358741479941
2,165,198.99135031500634
2,166,200.64682648187306
2,167,202.3023026490381
2,168,203.9577788159994
2,169,205.61325498317171
2,170,207.26873114971102
2,171,208.92420731657046
2,172,210.57968348368456
2,173,212.23515965058039
2,174,213.8906358175999
2,175,215.54611198459031
2,176,217.20158815149341
2,177,218.85706431808364
2,178,220.51254048528506
2,179,222.1680166523264
2,180,223.82349281936774
2,181,225.47896898605984
2,182,227.13444515326853
2,183,228.78992131990969
2,184,230.44539748684917
2,185,232.10087365390507
2,186,233.7563498207063
2,187,235.41182598782041
2,188,237.06730215471623
2,189,238.72277832190309
2,190,240.37825448859519
2,191,242.03373065568746
2,192,243.68920682253963
2,193,245.34468298928994
2,194,247.0001591565059
2,195,248.65563532353997
2,196,250.31111149030482
2,197,251.96658765714972
2,198,253.62206382411102
2,199,255
2,200,255
2,201,255
2,202,255
2,203,255
2,204,255
2,205,255
2,206,255
2,207,255
2,208,255
2,209,255
2,210,255
2,211,255
2,212,255
2,213,255
2,214,255
2,215,255
2,216,255
2,217,255
2,218,255
2,219,255
2,220,255
2,221,255
2,222,255
2,223,255
2,224,255
2,225,255
2,226,255
2,227,255
2,228,255
2,229,255
2,230,255
2,231,255
2,232,255
2,233,255
2,234,255
2,235,255
2,236,255
2,237,255
2,238,255
2,239,255
2,240,255
2,241,255
2,242,255
2,243,255
2,244,255
2,245,255
2,246,255
2,247,255
2,248,255
2,249,255
2,250,255
2,251,255
2,252,255
2,253,255
2,254,255
2,255,255
3,160,189.42156235161826
3,161,191.07703851864505
3,162,192.73251468554815
3,163,194.38799085261132
3,164,196.04346701958718
3,165,197.69894318629383
3,166,199.35441935327697
3,167,201.00989552022372
3,168,202.66537168725779
3,169,204.32084785419727
3,170,205.97632402110037
3,171,207.63180018797436
3,172,209.28727635519033
3,173,210.94275252178056
3,174,212.59822868875642
3,175,214.25370485596511
3,176,215.9091810227809
3,177,217.56465718992411
3,178,219.22013335677627
3,179,220.87560952365754
3,180,222.53108569056792
3,181,224.18656185743464
3,182,225.84203802455602
3,183,227.4975141913136
3,184,229.15299035816577
3,185,230.8084665251198
3,186,232.46394269215386
3,187,234.11941885919521
3,188,235.774895026222
3,189,237.43037119310327
3,190,239.08584735999909
3,191,240.74132352701861
3,192,242.39679969397264
3,193,244.05227586070839
3,194,245.70775202773518
3,195,247.36322819495842
3,196,249.01870436140314
3,197,250.67418052861183
3,198,252.32965669536941
3,199,253.9851328624253
3,200,255
3,201,255
3,202,255
3,203,255
3,204,255
3,205,255
3,206,255
3,207,255
3,208,255
3,209,255
3,210,255
3,211,255
3,212,255
3,213,255
3,214,255
3,215,255
3,216,255
3,217,255
3,218,255
3,219,255
3,220,255
3,221,255
3,222,255
3,223,255
3,224,255
3,225,255
3,226,255
3,227,255
3,228,255
3,229,255
3,230,255
3,231,255
3,232,255
3,233,255
3,234,255
3,235,255
3,236,255
3,237,255
3,238,255
3,239,255
3,240,255
3,241,255
3,242,255
3,243,255
3,244,255
3,245,255
3,246,255
3,247,255
3,248,255
3,249,255
3,250,255
3,251,255
3,252,255
3,253,255
3,254,255
3,255,255
4,160,188.12915522284754
4,161,189.78463138999075
4,162,191.44010755696661
4,163,193.09558372394247
4,164,194.75105989097653
4,165,196.40653605788691
4,166,198.06201222470997
4,167,199.71748839164218
4,168,201.3729645587199
4,169,203.02844072554296
4,170,204.68391689259158
4,171,206.3393930592473
4,172,207.99486922637595
4,173,209.65034539334454
4,174,211.30582156002936
4,175,212.96129772739812
4,176,214.61677389421391
4,177,216.27225006103697
4,178,217.9277262279619
4,179,219.583202395076
4,180,221.23867856203003
4,181,222.89415472875123
4,182,224.54963089606179
4,183,226.2051070626884
4,184,227.86058322954057
4,185,229.51605939674198
4,186,231.17153556371784
4,187,232.8270117305118
4,188,234.48248789737852
4,189,236.13796406437621
4,190,237.79344023130113
4,191,239.44891639852437
4,192,241.1043925650855
4,193,242.75986873221416
4,194,244.4153448992264
4,195,246.07082106610039
4,196,247.72629723293801
4,197,249.38177339992842
4,198,251.03724956687518
4,199,252.692725733771
4,200,254.34820190069593
4,201,255
4,202,255
4,203,255
4,204,255
4,205,255
4,206,255
4,207,255
4,208,255
4,209,255
4,210,255
4,211,255
4,212,255
4,213,255
4,214,255
4,215,255
4,216,255
4,217,255
4,218,255
4,219,255
4,220,255
4,221,255
4,222,255
4,223,255
4,224,255
4,225,255
4,226,255
4,227,255
4,228,255
4,229,255
4,230,255
4,231,255
4,232,255
4,233,255
4,234,255
4,235,255
4,236,255
4,237,255
4,238,255
4,239,255
4,240,255
4,241,255
4,242,255
4,243,255
4,244,255
4,245,255
4,246,255
4,247,255
4,248,255
4,249,255
4,250,255
4,251,255
4,252,255
4,253,255
4,254,255
4,255,255
5,160,186.83674809442607
5,161,188.49222426140921
5,162,190.14770042851603
5,163,191.80317659547734
5,164,193.45865276236589
5,165,195.11412892910164
5,166,196.76960509599746
5,167,198.42508126306063
5,168,200.08055742999284
5,169,201.73603359704873
5,170,203.39150976387907
5,171,205.04698593082583
5,172,206.70246209789627
5,173,208.35793826467568
5,174,210.01341443162244
5,175,211.66889059870016
5,176,213.32436676547229
5,177,214.97984293241177
5,178,216.63531909948222
5,179,218.2907952664217
5,180,219.94627143349214
5,181,221.60174760046073
5,182,223.25722376743659
5,183,224.91269993397589
5,184,226.56817610108999
5,185,228.22365226801492
5,186,229.87912843509264
5,187,231.53460460214853
5,188,233.19008076885518
5,189,234.8455569357219
5,190,236.50103310270504
5,191,238.1565092696809
5,192,239.81198543678045
5,193,241.4674616035162
5,194,243.12293777055754
5,195,244.77841393763526
5,196,246.43389010441467
5,197,248.08936627137598
5,198,249.74484243843915
5,199,251.40031860521856
5,200,253.0557947722308
5,201,254.711270939163
5,202,255
5,203,255
5,204,255
5,205,255
5,206,255
5,207,255
5,208,255
5,209,255
5,210,255
5,211,255
5,212,255
5,213,255
5,214,255
5,215,255
5,216,255
5,217,255
5,218,255
5,219,255
5,220,255
5,221,255
5,222,255
